,sentimen,tweet,clean_tweet
833,-1,aku tak faham betul lelaki tak suka perempuan pakai makeup ,tak faham lelaki tak suka perempuan pakai makeup
834,0,aku kaum miskin minta sedekah dong ,kaum miskin sedekah
835,0,kembalikan energi dengan 5 ritual yang bisa kamu lakukanendiri di rumah ,kembali energi ritual lakukanendiri rumah
836,1,kalo dia anggap kamu sahabat mau semarah apapun dia gak akan bisa benci lama lama pasti balik lagi ,kalo anggap sahabat marah apa gak benci
837,0,pori2 kamu lagi membesar ,pori besar
838,0,amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara ,amin ustazah pening kepala me takpelah awak tulis je awak laratampai suruh hantar buku tara
839,0,wuuu abe abe nkgi shulat jumaat kertuuu berbaju melayuuuu auwmm k senarnya aku serabut penuh moto nih huhh naik ,wuuu abe abe nkgi shulat jumaat kertuuu baju melayuuuu auwmm k senar serabut penuh moto nih huhh
840,0,grammy museum behind thecene with bts album pertama yang kamu beli taensduga album pertama eminem jin bts ,grammy museum behind thecene with bts album beli taensduga album eminem jin bts
841,1,bukan nak kata aku ni berani tapi kita tak boleh takut sangat dengan benda ni kita kena takut dengan allah je tapi ke ,nak ni berani tak takut benda ni kena takut allah je
842,1,aku merasakan sebuah pencerahan hari ini ,rasa cerah
843,0,cuma apa yg aku nak tegakkan kat sini ialah please jangan bandingkan telco baru dgn telco lain yang lamabb diora ,nak tegak kat please banding telco dgn telco lamabb diora
844,1,aku terhibur dendangan si ikan kaloi td talented huwaaaa,hibur dendang ikan kalo td talented huwaaaa
845,1,haha mau ketawa ngakak di depan muka kamu boleh gasih ,haha ketawa ngakak muka gasih
846,-1,bodo amat ah yang lagi limit sama sensi gue undang buat dateng ditungguin pokoknya dateng belakangan ju ,bodo ah limit sensi undang dateng ditungguin pokok dateng ju
847,0,aku cari anai anai tu ,cari ana ana tu
848,-1,if you guys dapat call dari no ni then dia kata salah masuk topup jangan percaya this one scammer yg try hard cari s ,if you guys call no ni then salah masuk topup percaya this one scammer try hard cari s
849,1,aku mulai mendewasakan cinta membiarkan kata katamu amarahmu egoismu keras kepalamu lepas dari tubuhmuedangkan aku ,dewasa cinta biar amarahmu egois keras kepala lepas tubuhmuedangkan
850,-1,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,tak sungguh nak jaga je henti pura jaga paksa tak perl
851,-1,kalian anak smk suka kesel gak sih kalo diejek otaknya cetek sama anak sma kan kadang adatuh anak sma yg sok die ,anak smk suka kesel gak kalo ejek otak cetek anak sma adatuh anak sma sok die
852,0,so tadi aku buat roadblock tahan satu motor budak lelaki tu bawa makwe then aku suruh orang lain check lesen semua lah aku ,so roadblock tahan motor budak lelaki tu bawa makwe then suruh orang check lesen
853,0,dan setelah salam mendadak berubah lagi menjadi puanass poll seperti semula kupikir ya mungkin aku sedang diuji ,salam dadak ubah puanass poll pikir uji
854,-1,sekelas jack ma aja males mati di kantor lah aku ,kelas jack ma males mati kantor
855,-1,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok ,dah sakit hati orang muka orang tu malas tengok
856,-1,duh serem,duh rem
857,0,tadi ada budak laki ni tanya aku course apa metatistik him apebenda tu me bhg matematik him ohh oklah tu ,budak laki ni course metatistik him apebenda tu me bhg matematik him ohh oklah tu
858,0,bayangkan kamu lagi telfonan sama hanbin ternyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam ,bayang telfonan hanbin malem ngantuk hanbin nyanyiin lagu sampe kam
859,-1,see sapa yang paling bullshit ,see sapa bullshit
860,-1,aku ambyar ,ambyar
861,0,baru sakit dirumah tbtb ditelp temen yg disekolah dengan nada yg sangat ceria kal aku kerumahmu ya hah ngapain ,sakit rumah tbtb ditelp temen sekolah nada ceria kal rumah hah ngapain
862,0,pb di aku 180k masih bisa diskusi ayoo dm,pb k diskusi ayoo dm
863,-1,cuma nk cakap la aku tak pernah rasa sebodoh ini time math yew,nk cakap la tak bodoh time math yew
864,-1,dan aku pantang bila tengok mak pak yang jadi bodo n buat bodo bila anak misbehave kat public ,pantang tengok mak bodo n bodo anak misbehave kat public
865,-1,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem ,sorry la mmg turn off perempuan pegi clubbing niebab tak pergi bayang sempit sem
866,-1,aku kalo ibuku ngomong jangan males begitu nanti kamu punya anak males juga dalem hat ,kalo ibu ngomong males anak males dalem hat
867,1,malu ah keliatan menel aku wkwkwkwkwk,malu ah liat tel wkwkwkwkwk
868,0,meh la buat kenduri doa selamat kat bilik aku pulak please ,meh la kenduri doa selamat kat bilik pulak please
869,0,np laneige sleeping mask new 22k aku blm pernah pakai samsek dijual bcs ternyata umurku belum pantas pakai prod ,np laneige sleeping mask new k blm pakai samsek jual bcs umur pakai prod
870,1,terserah sampeyan mau bilang apa tapi aku manut habib luthfi dan khryarif rahmat bahwa bendera yg dimaksud dngn liwa dan ,serah sampeyan bilang manut habib luthfi khryarif rahmat bendera dngn liwa
871,1,iya kamu dari bali yaekalian mutualan yuk aku juga dari bali ,bal yaekalian mutualan yuk bal
872,1,iya iya aku jg brcanda yang td wkwk,jg brcanda td wkwk
873,-1,ih engga masih jabar maksud aku ,ih engga jabar maksud
874,-1,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku ,assalam lelaki jalan jauhelekoh belok rujuk maps even pergiekali je
875,-1,bodola emma tak jadi aku nak murung harini ,bodola emma tak nak murung harini
876,-1,yang kangen sama aku mana nih retweet nya say ,kangen nih retweet say
877,0,idm ada yg mau join ga barang official ga my klo yg rep 50 aku drop direp dan janji pda ikut ya ,idm join ga barang official ga my klo rep drop direp janji pda
878,1,ada aku ,
879,-1,aku dilahirkan di bumi ni memang untuk jaga hati semua pihakampai hati aku barai pun tak ada orang kesah hmm,lahir bumi ni jaga hati pihakampai hati barai tak orang kesah hmm
880,0,sempena hari jumaat ni aku nak mintak sikit sumbangan dari korang untuk mereka di kemboja sana wang sumbangan kek ,sempena jumaat ni nak mintak sikit sumbang korang kemboja wang sumbang kek
881,0,ermmm tengah chill ah ni saja nak offer kau lemak aku,ermmm chill ah ni nak offer lemak
882,-1,shit susah sial muka cina semua dtg kat aku and just shoot me up with mandarin dayum boi ,shit susah sial muka cina dtg kat and just shoot me up with mandarin dayum boi
883,-1,satu je aku kalau dah fed up mmg aku fed up ah tu tak kisah la dgn sapa 2 pun ,je dah fed up mmg fed up ah tu tak kisah la dgn sapa
884,-1,hah lagi kamu tuh cari tempat yang enak jgn di kebon belakang rumah pak rw ya jelas digrebek ,hah tuh cari enak jgn kebon rumah rw digrebek
885,0,aku nak sangat one day aku bole cakap dekat ibu ibu cakap je ibu nak apa saya beli ibu cakap je ibu nak pergi mana say ,nak one day bole cakap cakap je nak beli cakap je nak pergi say
886,0,ank pertama masuk lb pkul 7malam bersalin pkl 1 50 petang ank pertama aku hampir tewas lastly aku mampu melawan ,ank masuk lb pkul malam salin pkl petang ank tewas lastly lawan
887,1,yg aku butuh interaksi dari 95l 99l yuk yg line segitu kuy mutualan nanti ku follow tapi auto followback ok rt aja ,butuh interaksi l l yuk line kuy mutualan ku follow auto followback ok rt
888,0,baikkkk sudah cukup cukup sudah dengan coffee painting rt dan aku lukis muka korang guna charcoal pencil tak semua aku ,baikkkk coffee painting rt lukis muka korang charcoal pencil tak
889,1,aku suka lovitta amp aliqa ,suka lovitta amp aliqa
890,1,ini yg namanya indonesia ini yg namanya toleransi ini yg namanya bhineka tunggal ika peti jenasah pendeta oma palese man ,nama indonesia nama toleransi nama bhineka tunggal ika peti jenasah pendeta oma palese man
891,-1,minta ais batu je la anjir ,ais batu je la anjir
892,-1,ini engga ada yang bisa aku stalk apa ya ,engga stalk
893,1,senangnya aku klo km ajak ke sana,senang klo ajak
894,-1,takada masa aku susah,takada susah
895,0,aku menyeru pada para pengkaji paranormal untuk mengkaji tentang watson guardian pasal masuk nak beli sabun je balik balik ,seru pengkaji paranormal kaji watson guardian pasal masuk nak beli sabun je
896,1,ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka ,allah tuhan lindung bapa saat jauh
897,1,angeline miss katae mama aku cuma dapet dikit sincia'an kemaren me dapet berapa her 12 juta katae kembali menguc ,angeline miss katae mama dapet dikit sinciaan kemaren me dapet her juta katae menguc
898,-1,kayanya aku gak pernah untung give away hmm,kaya gak untung give away hmm
899,0,np aku jual barang baran yg di foto murah bgt kaos kaki 8rb pcs dan casenya cuma 55k ada shopee yg minat atau m ,np jual barang baran foto murah bgt kaos kaki rb pcs casenya k shopee minat m
900,-1,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena ,kawan kawan hisap rokok tu sayang korang henti ye guys kena
901,0,diorean aku update ,diorean update
902,1,mu gemes banget adminnya aku ga jadi marah ,mu gemes adminnya ga marah
903,-1,nggak butuh alesan aku bisa bicara apa aja sama kamu nyaman,nggak butuh alesan bicara nyaman
904,-1,kuat sangat hantu kat rumah aku ni ,kuat hantu kat rumah ni
905,-1,aku bukan orang kelantan but sometimes muak jugak aku dengan tweet macam ni be more specific la mention orang tu better ca ,orang lantan but sometimes muak jugak tweet ni be more specific la mention orang tu better ca
906,1,karna sekarang aku lagi ulang tahun dan besok hari enip nya ikon aku bakal adain ga pulsa 10k untuk 2 orang cukup aj ,karna ulang besok enip ikon adain ga pulsa k orang aj
907,-1,saat kamu jauh aku jatuh pelaminanhujan ,jatuh pelaminanhujan
908,0,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt ,dara hal pergi kenduri kahwin lepas tu ramai orang lepas tu risau tak duduk htt
909,0,mfs folowan rt ja ntar aku folow follback tpi,mfs folowan rt ja ntar folow follback tpi
910,-1,kepada para suami aku nasihatkan jangan forward gambar ni kepada isteri aku baru forward tadi ,suami nasihat forward gambar ni isteri forward
911,0,ni nak femes je sebenarnya ,ni nak femes je
912,1,kalo aku yg menang jajanin ya wkwk ,kalo menang jajanin wkwk
913,0,dear temen tolong lah ya setiap gue yang fotoin kalian hasilnya pada cakep elok cantik dan sedap dipandangedangkan gil ,dear temen tolong fotoin hasil cakep elok cantik sedap dipandangedangkan gil
914,1,aku pernah gak buat gini tapi apesal tak baik baik jugak hahahahawau,gak gin apesal tak jugak hahahahawau
915,1,seseorang yang berarti tak akan dengan mudah kamu miliki jika kamu sungguh mencintai jangan pernah berhenti berusaha untuk hati ,tak mudah milik cinta henti usaha hati
916,0,thread aku manaaa,thread manaaa
917,0,selain aku siapa jugak macam niet brightness fon paling lowest tapi still rasa masih terang kita geng ,jugak niet brightness fon lowest still terang geng
918,0,haih stop it la gais idk knp korang ni minat sangat sebar khabar angin pasal aku ,haih stop it la gais idk knp korang ni minat sebar khabar angin pasal
919,1,kalau itu mah aku juga ngerti atuh ,ngerti atuh
920,0,loh kan aku emang taken sama kamu ,loh taken
921,0,aku tu disebelah jadi dawon udah lama sih tapi semi ,tu belah dawon semi
922,0,tls followan ama aku yukk rep rt kita temenan,tls followan ama yukk rep rt temenan
923,-1,nampak reaction muka aku lain macam please jangan tegur takut kemurungan seharian,nampak reaction muka please tegur takut murung hari
924,0,ada yang lebih besar dari punya suami aku ,besar suami
925,-1,bukan aku ni feminism ke ape cume pelik bila lelaki tegur perempuan tapi still dorng punye masih tak terjaga ki ,ni feminism ape cume pelik lelaki tegur perempuan still dorng punye tak jaga ki
926,0,amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara ,amin ustazah pening kepala me takpelah awak tulis je awak laratampai suruh hantar buku tara
927,-1,bodo amat aku mah kak tik wkwkwk,bodo kak tik wkwkwk
928,1,kehidupan adalah 10 yang terjadi pada dirimu dan 90 sisanya adalah bagaimana kamu menghadapinya,hidup diri sisa hadap
929,0,mana yg bilang toge seribu ama cabe 2rb dpt banyak hah mana mau aku unyeng2 mulutnya pake cabe tuh liat toge seri ,bilang toge ribu ama cabe rb dpt hah unyeng mulut pake cabe tuh liat toge seri
930,1,ho meta aku ws mg ahhahahah,ho meta ws mg ahhahahah
931,0,boleh dikatakan kawan abang aku tiap2 minggu kawan dia kahwen ,kawan abang kawan kahwen
932,0,albums dong bantuin aku buk waduh waduh,albums bantuin buk
933,0,nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https ,nctea tau foto jisung tau video mission complete https
934,-1,when u so fuckin bored with u're life pgn ndlosor ndlosor aku,when u so fuckin bored with ure life pgn ndlosor ndlosor
935,-1,aku selalu berkorban dan rela mengorbankan perasaan demi kamu tapiemua ga ada artinya dimata kamu  ,korban rela korban rasa tapiemua ga mata
936,0,karena warisan dari orang tua kenapa ga pindah meski itu cuma warisan meskipun aku belum terlalu alim masih ,waris orang tua ga pindah waris alim
937,1,kamu dulu hehe,hehe
938,0,bnyk pe views tk credits nmpk baru prasan ni vid padahal yg amek bukan de aku yg amek ,bnyk pe views tk credits nmpk prasan ni vid amek de amek
939,0,iyaa aku udah ngepost banyak tp blm dapet yg riku ,iyaa ngepost tp blm dapet riku
940,-1,kamu nyindir aku yha hahaha yang aku anggep temen tuh dikit tapi kenalanku banyak gatau ya semakin dewasa circ ,nyindir yha hahaha anggep temen tuh dikit kenal gatau dewasa circ
941,-1,bodo betul aku terhibur bodo ada member ceni ,bodo hibur bodo member ceni
942,0,aku bengang lah dgn mi org tengah tak sihat la dia nak cari pasal,bengang dgn mi org tak sihat la nak cari pasal
943,1,aku tahu didepanku banyak halangan dan rintangan tapi aku tak akan berhenti dan menyerah ,depan halang rintang tak henti serah
944,1,nasib baik akak aku normal ,nasib akak normal
945,0,give away karena aku baru aja ngajuin perbaikan tiket karena kesalahan nama di tiket pesawat jadi aku mau adain give ,give away ngajuin baik tiket salah nama tiket pesawat adain give
946,0,setia ngga sama ongniel masih aja nanya kayak gini nggak aku mau bubarin ongniel aku mau rebut ong dari danie ,setia ngga ongniel kayak gin nggak bubarin ongniel rebut ong danie
947,0,saat kita pertama bertemu aku tidak tau jika kamu akan menjadi hal yg penting bagi ku,temu tau hal ku
948,-1,aku suka kaler ni tapi kalau aku pakai dah boleh agak dah buruk nya macam mana ,suka kaler ni pakai dah dah buruk
949,1,hahahaha kamu ya klo ada ice cream nyium aja deh besok aja ya imo jemput mau klo hari ini imo mau pacaran dulu ,hahahaha klo ice cream nyium deh besok imo jemput klo imo pacar
950,0,beneran nih ntar coba aku tanya g o managernya,beneran nih ntar coba g o managernya
951,1,lah kan emang cantik dek masa iya ganteng kalo kamu ganteng trs gua apaan dek ,cantik dek ganteng kalo ganteng trs dek
952,0,redbus nie mmg fakof teruk eh dua kali aku guna dua dua kali tak leh pakai book seat lain dpt seat lain ,redbus nie mmg fakof teruk eh tak leh pakai book seat dpt seat
953,1,wow aku salute org yg ada kesabaran yg tinggi niiiii huhuhu,salute org sabar niiiii huhuhu
954,-1,hehe kenapa gitu takut aku pingsan tibatiba ya g,hehe takut pingsan tibatiba g
955,-1,sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu ,do tanya faedah ajar tiup recorder sekolah rendah
956,1,kalo di surabaya liat cece cece ngomong kayak anak jaksel tapi logat e suroboyo gyettt be like lah ya ntik gua pick up ,kalo surabaya liat cece cece ngomong kayak anak jaksel logat e suroboyo gyettt be like ntik pick up
957,-1,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,tak sungguh nak jaga je henti pura jaga paksa tak perl
958,1,ehh nakk haha aku kdg ngam2 cantik kdg tu ter jauh plak smpai kene bukak seatbelt nak hulur keluar haha ,ehh nakk haha kdg ngam cantik kdg tu ter plak smpai kene bukak seatbelt nak hulur haha
959,1,jangan terburu buru mengartikan segala yang baru kamu lihat dari permukaan segala yang tampak belum tentu sesuai letak 9996,buru buru arti lihat muka sesuai letak
960,0,lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar ,lucu do kak cafe dik mearawak kak k cafe org me kuching kak k cafe ohhh org bandar
961,0,ditanya 'kamu kenapa kalau ada masalah ayo selesain baik baik kalau aku ada salah bilang kalo kamu puny ,ayo salah bilang kalo puny
962,0,pernah ada pengalaman ni punya la kumpul duit sebab dia ada financial problem sume bil ,alam ni la kumpul duit financial problem sume bil
963,0,duduk aku disini diatas kursi dari kayu pena kupegang ditangan kanan dan kertas putih diatas meja,duduk atas kursi kayu pena pegang tangan kanan kertas putih atas meja
964,-1,salah satu thread yang menyusah dan menyemakkan kepala orang banyak betul pause kau ,salah thread susah semak kepala orang pause
965,1,tls followan ama aku yukk rep rt kita temenan,tls followan ama yukk rep rt temenan
966,0,pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang ,guru tamu did elite diby barat nunjukin foto jl uripumoharjo me
967,0,sejak kejadian tersebut aku jadi ok teruk,jadi ok teruk
968,-1,me everytime my bf tell me that i'm pretty apaan sih woy najis begitu dibilang cantik jangan gt ak ,me everytime my bf tell me that im pretty woy najis bilang cantik gt ak
969,0,crush aku di straykids ,crush straykids
970,1,tuhan memang mentakdirkan kita untuk saling berjauhan tetapi aku yakin tuhan memiliki rencana besar dibalik itu semua,tuhan mentakdirkan jauh tuhan milik rencana besar balik
971,0,temen temen yg ada di mineral town dan sekitarnya bisa tolong dibeli ya dagangan bapak ini beliau sudah sakit sakitan tapi ,temen temen mineral town tolong beli dagang bapak sakit sakit
972,-1,ex aku dulu bukak wallet aku amek duit pastu buat muka comel baby amek sikit eaaaa ,ex bukak wallet amek duit pastu muka comel baby amek sikit eaaaa
973,0,yatapi kalau ga ada bapak negara aku ga kebayang sih gimana aku bisa lewatin usia 25 ke atas dengan baik baik saja ,yatapi ga bapak negara ga bayang gimana lewatin usia
974,0,aku teringat bapak aku prnh ckp mcm tu ,bapak prnh ckp mcm tu
975,0,terus kata senior gw lagi deki kalo kamu capek move on mending kamu berdoa gini 'ya tuhan kalo saya gabisa move ,senior gw dek kalo capek move on mending doa gin tuhan kalo gabisa move
976,0,apa cuma aku yg gak ngerti itu mvnya am cb ceritanya lagi ngapain komen sih banyak yg suka tapi aku gak dong ik ,gak ngerti mvnya am cb cerita ngapain komen suka gak ik
977,0,punya tp tida untuk dibagi'' hanya untuq kdn ,tp tida bagi untuq kdn
978,0,karena warisan dari orang tua kenapa ga pindah meski itu cuma warisan meskipun aku belum terlalu alim masih ,waris orang tua ga pindah waris alim
979,-1,perkara paling aku takut bila tak sengaja terlukakan hati seseorang ,perkara takut tak sengaja luka hati
980,-1,roommate hasut ajak makan tapi aku malas sangat nak turun cafe ,roommate hasut ajak makan malas nak turun cafe
981,-1,orang yang belum ada dalam hidup aku tolong jangan datang aku tak nak malas ,orang hidup tolong tak nak malas
982,-1,aku nggak pernah baik baik saja kalau lagi kangen sama kamu ,nggak kangen
983,0,kena game bapak ahhhhh wey geng tak semua laki boleh terima masa silam yg gelap seseorg pmpn tau even aku send ,kena game bapak ahhhhh wey geng tak laki terima silam gelap seseorg pmpn tau even send
984,-1,sedih bila aku dengan cerita dr patient aku huhu makcik nie masuk ward sebab heart attack baik sngt suka tegur aku senyu ,sedih cerita dr patient huhu makcik nie masuk ward heart attack sngt suka tegur senyu
985,-1,adik aku ni spesis mulut manis dgn gf tapi dengan aku mulut cam gampang geram aku ,adik ni spesis mulut manis dgn gf mulut cam gampang geram
986,0,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt ,dara hal pergi kenduri kahwin lepas tu ramai orang lepas tu risau tak duduk htt
987,-1,kawanku bilang ke aku kau orng islam kok makan bpk kan haram dengn santai ku jawab aku juga masih suka alkohol ,kawan bilang orng islam makan bpk haram dengn santai ku suka alkohol
988,-1,abisnya kamu berdusta sih,abis dusta
989,-1,aku murung betul laa jalan asyik pijak kain je ni omg sis tinggi pls,murung laa jalan asyik pijak kain je ni omg sis pls
990,-1,untuk manusia yang suka dengki aku buat something yang aku happy so jangan kacau okay ,manusia suka dengki something happy so kacau okay
991,0,pernah makan di der carbin bistro bandareri alam masai jb tak pernah solat di ruang solat kontena kat bawah tu tak in ,makan der carbin bistro bandareri alam masai jb tak solat ruang solat kontena kat tu tak in
992,0,origin yg crack ada ngn aku bawak hardisk haha,origin crack ngn bawak hardisk haha
993,1,dengan tata ruangan yang bikin kamu nyaman deh buat nongkrong ,tata ruang bikin nyaman deh nongkrong
994,0,sempena hari jumaat ni aku nak mintak sikit sumbangan dari korang untuk mereka di kemboja sana wang sumbangan kekurangan l ,sempena jumaat ni nak mintak sikit sumbang korang kemboja wang sumbang kurang l
995,0,kalo lagi berdua sama gebetan terus salah satu main hape mulu kemungkinan ada dua 1 lagi ngurus kerjaannya 2 dia nggak ,kalo dua gebetan salah main hape mulu ngurus kerja nggak
996,-1,weh kejadian memalukan kt rnr gambang aku salah masuk kereta dalam tu ada bini orang tengah gendong anak ,weh jadi malu kt rnr gambang salah masuk kereta tu bini orang gendong anak
997,-1,nin nun dengerin curhatan emak kamu sibuk dgn pacarmu terus yaa wkwk,nin nun dengerin curhatan emak sibuk dgn pacar yaa wkwk
998,1,sentaknya terdiam akan bungkusan mie yang ia lihat guys lihat deh aku dapet apa kocak banget gak sih l ,sentak diam bungkus mie lihat guys lihat deh dapet kocak gak l
999,1,kamu tidak perlu menjadi bulan atau bintang untuk terlihat sempurna karena menjadi dirimu sendiri adalah sebuah kesempurnaan ,bintang sempurna diri sempurna
